T	 X(FCC_A1#1,AL)	X(FCC_A1#1,C)	X(FCC_A1#1,CR)	X(FCC_A1#1,FE)	X(FCC_A1#1,MN)	X(FCC_A1#1,MO)	X(FCC_A1#1,NB)	X(FCC_A1#1,NI)	X(FCC_A1#1,SI)	X(FCC_A1#1,W)
680	.05639786	1.698567E-05	.1506554	.5858075	.00202169	.003307196	2.143125E-04	.1971969	.002978533	.00140371
670	.05643313	1.46534E-05	.1506471	.5858582	.002023	.003224757	2.01336E-04	.1973261	.002981491	.00129028
660	.05646738	1.260201E-05	.1506398	.585906	.002024276	.003140743	1.888908E-04	.1974519	.002984555	.001183813
650	.05650064	1.080345E-05	.1506335	.5859512	.00202552	.003055207	1.769612E-04	.1975744	.00298772	.001084057
640	.05653295	9.231621E-06	.150628	.5859938	.002026731	.002968212	1.655337E-04	.1976938	.002990982	9.907598E-04
630	.05656434	7.862395E-06	.1506234	.586034	.002027911	.002879834	1.545964E-04	.19781	.002994337	9.036656E-04
620	.05659484	6.673565E-06	.1506196	.586072	.002029061	.002790162	1.44139E-04	.1979233	.00299778	8.225186E-04
610	.05662448	5.64479E-06	.1506166	.5861077	.002030182	.002699298	1.341519E-04	.1980336	.003001306	7.470624E-04
602.6242	.0566458	4.97764E-06	.1506148	.5861328	.002030991	.002631583	1.270821E-04	.1981131	.003003957	6.949042E-04
602.6242	.0566458	4.97764E-06	.1506148	.5861328	.002030991	.002631583	1.270821E-04	.1981131	.003003957	6.949042E-04
602.6242	.0566458	4.97764E-06	.1506148	.5861328	.002030991	.002631583	1.270821E-04	.1981131	.003003957	6.949042E-04
600	.05665728	4.672084E-06	.1505833	.5861576	.002031421	.002603162	1.266606E-04	.1981546	.003004518	6.767744E-04
590	.05670137	3.656875E-06	.150458	.5862537	.002033073	.002493818	1.250388E-04	.1983137	.003006603	6.110355E-04
580	.05674616	2.845839E-06	.150323	.5863527	.002034753	.002382953	1.23383E-04	.1984752	.003008583	5.503991E-04
570	.05679183	2.201753E-06	.1501767	.5864555	.002036468	.002270754	1.21681E-04	.1986399	.003010426	4.946006E-04
560	.05683863	1.693327E-06	.1500173	.5865628	.002038226	.00215743	1.199209E-04	.1988085	.003012094	4.433788E-04
550	.05688679	1.294437E-06	.149843	.5866757	.002040035	.002043212	1.180909E-04	.1989818	.003013539	3.964761E-04
547.7445	.05689787	1.217305E-06	.1498014	.5867021	.002040451	.002017352	1.176673E-04	.1990217	.003013829	3.864679E-04
547.7445	.05689787	1.217305E-06	.1498014	.5867021	.002040451	.002017352	1.176673E-04	.1990217	.003013829	3.864679E-04
540	.05693318	1.003672E-06	.1493337	.5872789	.002041824	.001869231	1.144494E-04	.1991511	.002917369	3.59163E-04
530	.05697714	7.779119E-07	.1487379	.5880063	.002043531	.001688535	1.103281E-04	.1993123	.002797255	3.259597E-04
520	.05701936	5.989893E-07	.1481509	.5887138	.00204517	.001519584	1.062461E-04	.1994671	.002682165	2.949905E-04
510	.05706	4.580907E-07	.1475729	.589401	.002046744	.001362168	1.022049E-04	.1996162	.002572116	2.661684E-04
500	.0570992	3.478688E-07	.1470036	.5900678	.002048261	.00121604	9.820616E-05	.19976	.002467125	2.394074E-04
490	.05713718	2.622363E-07	.1464427	.5907138	.002049726	.001080915	9.425182E-05	.1998993	.002367215	2.146221E-04
480	.05717417	1.961815E-07	.1458898	.5913389	.002051149	9.564743E-04	9.034389E-05	.2000348	.00227241	1.917281E-04
470	.05721043	1.456058E-07	.145344	.591943	.00205254	8.423618E-04	8.648458E-05	.2001676	.00218275	1.706414E-04
460	.05724632	1.071803E-07	.1448046	.5925258	.002053911	7.3819E-04	8.267619E-05	.2002988	.002098289	1.512783E-04
450	.05728225	7.821987E-08	.14427	.5930874	.002055276	6.435403E-04	7.892114E-05	.20043	.002019113	1.335559E-04
440	.05731874	5.657535E-08	.1437384	.5936274	.002056656	5.579657E-04	7.522186E-05	.2005628	.001945352	1.173913E-04
430	.05735646	4.053935E-08	.1432073	.594146	.002058075	4.809937E-04	7.158076E-05	.2006996	.001877206	1.027022E-04
420	.05739631	2.876639E-08	.1426731	.5946428	.002059564	4.121307E-04	6.800012E-05	.2008437	.001814978	8.940624E-05
410	.05743951	2.020504E-08	.1421306	.5951176	.002061168	3.508649E-04	6.448194E-05	.2009991	.001759139	7.742184E-05
400	.05748784	1.404076E-08	.1415723	.5955699	.002062952	2.966712E-04	6.102776E-05	.2011722	.001710426	6.666775E-05
399.85	.05748862	1.396314E-08	.1415637	.5955765	.002062981	2.959094E-04	6.097644E-05	.201175	.001709755	6.651539E-05
