T	 X(FCC_A1#2,AL)	X(FCC_A1#2,C)	X(FCC_A1#2,CR)	X(FCC_A1#2,FE)	X(FCC_A1#2,MN)	X(FCC_A1#2,MO)	X(FCC_A1#2,NB)	X(FCC_A1#2,NI)	X(FCC_A1#2,SI)	X(FCC_A1#2,W)
1240	1.956764E-08	.4736339	.001925077	.001124836	2.122119E-06	.004119294	.514812	2.925051E-05	7.391975E-10	.004353522
1230	1.74384E-08	.4736504	.001938926	.001094601	2.045305E-06	.003764165	.5152436	2.741114E-05	6.75158E-10	.004278855
1220	1.551503E-08	.4736636	.001952351	.00106444	1.969783E-06	.003433586	.5156554	2.565863E-05	6.157812E-10	.004203024
1210	1.378049E-08	.4736733	.001965317	.001034382	1.895593E-06	.003126452	.5160485	2.399073E-05	5.608025E-10	.004126103
1200	1.221886E-08	.4736795	.001977788	.001004455	1.82277E-06	.00284165	.5164242	2.240508E-05	5.099659E-10	.004048161
1200	1.221886E-08	.4736795	.001977788	.001004455	1.82277E-06	.00284165	.5164242	2.240508E-05	5.099659E-10	.004048161
1190	1.081528E-08	.4736821	.001989722	9.74686E-04	1.751345E-06	.002578064	.5167835	2.089931E-05	4.630248E-10	.003969261
1180	9.555901E-09	.473681	.002001077	9.451004E-04	1.681344E-06	.002334583	.5171276	1.947098E-05	4.197419E-10	.003889464
1170	8.427857E-09	.473676	.002011802	9.157215E-04	1.612789E-06	.002110106	.5174578	1.81176E-05	3.798895E-10	.003808826
1160	7.419222E-09	.4736671	.002021845	8.865715E-04	1.545697E-06	.001903552	.5177751	1.68367E-05	3.432495E-10	.003727402
1150	6.51896E-09	.4736542	.002031149	8.576714E-04	1.480086E-06	.00171386	.5180808	1.562577E-05	3.096134E-10	.00364524
1140	5.716879E-09	.4736371	.002039652	8.290409E-04	1.415967E-06	.001539996	.5183759	1.448231E-05	2.78782E-10	.003562388
1130	5.003586E-09	.4736157	.002047288	8.006985E-04	1.35335E-06	.001380955	.5186617	1.340384E-05	2.505658E-10	.003478893
1120	4.370444E-09	.4735898	.002053986	7.72662E-04	1.292242E-06	.001235764	.5189393	1.238788E-05	2.247846E-10	.003394798
1110	3.809522E-09	.4735594	.002059671	7.44948E-04	1.232651E-06	.001103487	.5192097	1.143198E-05	2.012671E-10	.003310148
1100	3.313555E-09	.4735243	.002064264	7.175726E-04	1.17458E-06	9.832238E-04	.519474	1.053373E-05	1.798512E-10	.003224984
1090	2.875899E-09	.4734842	.00206768	6.905512E-04	1.118032E-06	8.741131E-04	.5197333	9.690746E-06	1.603833E-10	.00313935
1080	2.490491E-09	.4734391	.002069832	6.638987E-04	1.06301E-06	7.753324E-04	.5199885	8.900681E-06	1.427184E-10	.003053292
1070	2.151807E-09	.4733888	.002070629	6.376296E-04	1.009514E-06	6.860992E-04	.5202408	8.161237E-06	1.267196E-10	.002966856
1060	1.854824E-09	.473333	.002069978	6.117582E-04	9.57545E-07	6.056712E-04	.5204911	7.47016E-06	1.12258E-10	.002880092
1050	1.594983E-09	.4732716	.002067782	5.862985E-04	9.071028E-07	5.333455E-04	.5207402	6.825245E-06	9.921229E-11	.002793052
1040	1.368157E-09	.4732043	.002063943	5.612646E-04	8.581871E-07	4.684591E-04	.5209892	6.224335E-06	8.74685E-11	.002705795
1031.373	1.19613E-09	.4731413	.002059237	5.400205E-04	8.172134E-07	4.179791E-04	.5212045	5.739673E-06	7.830104E-11	.002630391
1031.373	1.19613E-09	.4731413	.002059237	5.400205E-04	8.172134E-07	4.179791E-04	.5212045	5.739673E-06	7.830104E-11	.002630391
1030	1.171348E-09	.4731522	.002063646	5.37646E-04	8.124746E-07	4.110215E-04	.5212198	5.677435E-06	7.699817E-11	.002609283
1020	1.004251E-09	.473227	.002095437	5.203574E-04	7.782479E-07	3.631335E-04	.5213299	5.238635E-06	6.806192E-11	.002458211
1010	8.587955E-10	.4732947	.0021266	5.030943E-04	7.445509E-07	3.199001E-04	.5214382	4.824841E-06	6.003737E-11	.002311915
1000	7.324871E-10	.4733553	.002157041	4.858765E-04	7.114154E-07	2.809842E-04	.5215451	4.435315E-06	5.284408E-11	.002170507
990	6.230797E-10	.4734089	.002186662	4.687244E-04	6.788719E-07	2.460598E-04	.5216508	4.069298E-06	4.640778E-11	.002034083
980	5.285552E-10	.4734554	.002215359	4.516585E-04	6.469505E-07	2.148134E-04	.5217556	3.726011E-06	4.066E-11	.001902718
970	4.471044E-10	.473495	.002243026	4.346998E-04	6.156805E-07	1.869449E-04	.5218599	3.404663E-06	3.553754E-11	.00177647
960	3.771095E-10	.4735275	.002269554	4.178694E-04	5.850901E-07	1.621683E-04	.5219638	3.104448E-06	3.098219E-11	.001655384
950	3.171268E-10	.4735531	.002294834	4.011889E-04	5.552071E-07	1.402124E-04	.5220678	2.82455E-06	2.694027E-11	.001539483
940	2.658713E-10	.4735717	.002318758	3.846799E-04	5.26058E-07	1.208207E-04	.5221722	2.564148E-06	2.336238E-11	.001428779
930	2.222022E-10	.4735834	.002341218	3.683645E-04	4.976685E-07	1.037523E-04	.5222772	2.322414E-06	2.020309E-11	.001323267
920	1.851094E-10	.4735882	.00236211	3.522647E-04	4.700632E-07	8.878102E-05	.5223831	2.098518E-06	1.742063E-11	.001222925
910	1.537007E-10	.4735863	.002381338	3.364025E-04	4.432653E-07	7.569615E-05	.5224902	1.891627E-06	1.497666E-11	.001127718
900	1.2719E-10	.4735777	.002398811	3.207998E-04	4.172965E-07	6.43018E-05	.5225987	1.700912E-06	1.283604E-11	.001037595
890	1.048873E-10	.4735625	.002414447	3.054783E-04	3.921768E-07	5.441666E-05	.5227088	1.525547E-06	1.096661E-11	9.524903E-04
880	8.618811E-11	.4735408	.002428176	2.904593E-04	3.679242E-07	4.58737E-05	.5228207	1.364712E-06	9.338982E-12	8.723247E-04
870	7.056463E-11	.4735127	.002439939	2.757634E-04	3.445546E-07	3.85196E-05	.5229345	1.217593E-06	7.926348E-12	7.97004E-04
860	5.755758E-11	.4734784	.002449692	2.614104E-04	3.220813E-07	3.221432E-05	.5230505	1.083387E-06	6.70432E-12	7.264208E-04
850	4.676848E-11	.4734381	.002457405	2.474194E-04	3.005151E-07	2.683045E-05	.5231685	9.61306E-07	5.650751E-12	6.604546E-04
840	3.785281E-11	.473392	.002463065	2.338079E-04	2.798638E-07	2.22526E-05	.5232888	8.505724E-07	4.745587E-12	5.989727E-04
830	3.051371E-11	.4733402	.002466676	2.205922E-04	2.601321E-07	1.837677E-05	.5234113	7.504281E-07	3.970718E-12	5.418307E-04
820	2.449633E-11	.4732831	.002468255	2.077872E-04	2.413217E-07	1.510965E-05	.5235359	6.601336E-07	3.309842E-12	4.888739E-04
810	1.958267E-11	.473221	.00246784	1.954059E-04	2.234307E-07	1.236793E-05	.5236627	5.78971E-07	2.748327E-12	4.399381E-04
800	1.5587E-11	.473154	.002465481	1.834594E-04	2.064538E-07	1.007759E-05	.5237914	5.062458E-07	2.273091E-12	3.948511E-04
790	1.23517E-11	.4730826	.002461245	1.719569E-04	1.903825E-07	8.173203E-06	.523922	4.412893E-07	1.872479E-12	3.534342E-04
780	9.743526E-12	.4730069	.00245521	1.609055E-04	1.752049E-07	6.597214E-06	.5240543	3.834605E-07	1.536149E-12	3.155031E-04
770	7.65035E-12	.4729274	.002447467	1.503101E-04	1.609058E-07	5.299287E-06	.5241881	3.321471E-07	1.25496E-12	2.8087E-04
760	5.978206E-12	.4728444	.002438117	1.401737E-04	1.47467E-07	4.235616E-06	.5243233	2.867676E-07	1.02087E-12	2.493451E-04
750	4.648699E-12	.4727582	.002427267	1.304971E-04	1.348673E-07	3.36829E-06	.5244595	2.467722E-07	8.268331E-13	2.207378E-04
740	3.596726E-12	.4726692	.002415033	1.212788E-04	1.230832E-07	2.664682E-06	.5245966	2.116434E-07	6.667045E-13	1.948584E-04
730	2.768475E-12	.4725776	.00240153	1.125157E-04	1.120886E-07	2.096864E-06	.5247344	1.808964E-07	5.351523E-13	1.715197E-04
720	2.119681E-12	.4724839	.002386878	1.042027E-04	1.018555E-07	1.64107E-06	.5248725	1.540797E-07	5.275161E-13	1.50538E-04
710	1.614112E-12	.4723884	.002371194	9.633286E-05	9.235426E-08	1.277191E-06	.5250109	1.307744E-07	5.276116E-13	1.317344E-04
700	1.222259E-12	.4722913	.002354596	8.889794E-05	8.355391E-08	9.883068E-07	.5251491	1.105941E-07	5.277087E-13	1.149358E-04
690	9.202164E-13	.472193	.002337195	8.18881E-05	7.542239E-08	7.602681E-07	.525287	9.318389E-08	5.27807E-13	9.997587E-05
680	6.887158E-13	.4720937	.002319099	7.529234E-05	6.792701E-08	5.813103E-07	.5254245	7.821942E-08	5.279063E-13	8.669582E-05
670	5.280062E-13	.4719938	.002300407	6.909859E-05	6.103465E-08	4.417109E-07	.5255612	6.540579E-08	5.280062E-13	7.494472E-05
660	5.281066E-13	.4718934	.002281213	6.32939E-05	5.47121E-08	3.334838E-07	.5256971	5.447606E-08	5.281066E-13	6.458011E-05
650	5.282072E-13	.4717928	.002261602	5.786459E-05	4.892631E-08	2.501096E-07	.525832	4.518977E-08	5.282072E-13	5.546817E-05
640	5.283079E-13	.4716921	.00224165	5.279639E-05	4.364459E-08	1.862997E-07	.5259657	3.733131E-08	5.283079E-13	4.748388E-05
630	5.284083E-13	.4715917	.002221424	4.807464E-05	3.883486E-08	1.377912E-07	.5260981	3.070827E-08	5.284083E-13	4.051102E-05
620	5.285085E-13	.4714916	.002200982	4.368439E-05	3.446578E-08	1.011706E-07	.5262292	2.514971E-08	5.285085E-13	3.444207E-05
610	5.286081E-13	.4713919	.00218037	3.961051E-05	3.050694E-08	7.37224E-08	.5263589	2.050449E-08	5.286081E-13	2.917803E-05
602.6242	5.286813E-13	.4713187	.002165081	3.679956E-05	2.783264E-08	5.808196E-08	.5264536	1.75851E-08	5.286813E-13	2.575778E-05
602.6242	5.286813E-13	.4713187	.002165081	3.679956E-05	2.783264E-08	5.808196E-08	.5264536	1.75851E-08	5.286813E-13	2.575778E-05
602.6242	5.286813E-13	.4713187	.002165081	3.679956E-05	2.783264E-08	5.808196E-08	.5264536	1.75851E-08	5.286813E-13	2.575778E-05
600	5.287803E-13	.4712197	.002126228	3.551254E-05	2.663398E-08	5.264852E-08	.5265941	1.646084E-08	5.287803E-13	2.432887E-05
590	5.29159E-13	.470841	.001982485	3.095182E-05	2.246815E-08	3.599716E-08	.527126	1.275201E-08	5.29159E-13	1.951574E-05
580	5.295398E-13	.4704603	.001845612	2.689953E-05	1.888312E-08	2.437584E-08	.5276516	9.822832E-09	5.295398E-13	1.558102E-05
570	5.299219E-13	.4700781	.001715632	2.331E-05	1.581001E-08	1.634177E-08	.5281706	7.522707E-09	5.299219E-13	1.238026E-05
560	5.303049E-13	.4696951	.001592521	2.014015E-05	1.318619E-08	1.084209E-08	.5286825	5.727121E-09	5.303049E-13	9.789553E-06
550	5.306882E-13	.4693118	.001476217	1.734964E-05	1.095497E-08	7.115598E-09	.5291869	4.333777E-09	5.306882E-13	7.703228E-06
547.7445	5.307745E-13	.4692255	.001450916	1.676875E-05	1.050064E-08	6.460779E-09	.5292995	4.066203E-09	5.307745E-13	7.292883E-06
547.7445	5.307745E-13	.4692255	.001450916	1.676875E-05	1.050064E-08	6.460779E-09	.5292995	4.066203E-09	5.307745E-13	7.292883E-06
540	5.309765E-13	.4690235	.001390826	1.509158E-05	9.187303E-09	4.52289E-09	.5295643	3.307062E-09	5.309765E-13	6.195028E-06
530	5.312392E-13	.4687608	.001315139	1.313023E-05	7.701091E-09	2.822861E-09	.5299059	2.517125E-09	5.312392E-13	4.993725E-06
520	5.315041E-13	.4684959	.001241644	1.138201E-05	6.425831E-09	1.739463E-09	.530247	1.902294E-09	5.315041E-13	4.002343E-06
510	5.317711E-13	.4682289	.001170386	9.82917E-06	5.336406E-09	1.057735E-09	.5305877	1.427078E-09	5.317711E-13	3.188627E-06
500	5.320401E-13	.4679599	.001101407	8.454877E-06	4.409986E-09	6.343765E-10	.5309277	1.062422E-09	5.320401E-13	2.524517E-06
490	5.323112E-13	.4676888	.001034742	7.243167E-06	3.625915E-09	3.750485E-10	.5312672	7.846968E-10	5.323112E-13	1.985714E-06
480	5.325841E-13	.4674159	9.704242E-04	6.17897E-06	2.96558E-09	2.184471E-10	.531606	5.748205E-10	5.325841E-13	1.551284E-06
470	5.328589E-13	.4671411	9.084793E-04	5.248113E-06	2.412292E-09	1.252733E-10	.531944	4.174964E-10	5.328589E-13	1.203282E-06
460	5.331353E-13	.4668647	8.489299E-04	4.437321E-06	1.951154E-09	7.068789E-11	.532281	3.005534E-10	5.331353E-13	9.2641E-07
450	5.334133E-13	.4665867	7.917944E-04	3.734201E-06	1.568934E-09	3.922025E-11	.532617	2.143835E-10	5.334133E-13	7.077011E-07
440	5.336925E-13	.4663075	7.370878E-04	3.127238E-06	1.253942E-09	2.138168E-11	.5329518	1.514636E-10	5.336925E-13	5.362297E-07
430	5.339728E-13	.4660272	6.848226E-04	2.605775E-06	9.959024E-10	1.144476E-11	.533285	1.059531E-10	5.339728E-13	4.028501E-07
420	5.342538E-13	.4657462	6.350104E-04	2.159997E-06	7.858322E-10	6.009657E-12	.5336163	7.335748E-11	5.342538E-13	2.999568E-07
410	5.345349E-13	.4654651	5.876649E-04	1.780902E-06	6.159255E-10	3.093068E-12	.5339453	5.025008E-11	5.345349E-13	2.212712E-07
400	5.348155E-13	.4651846	5.428061E-04	1.460285E-06	4.794397E-10	1.558877E-12	.534271	3.404317E-11	5.348155E-13	1.616487E-07
399.85	5.348197E-13	.4651804	5.421523E-04	1.455882E-06	4.776162E-10	1.542683E-12	.5342759	3.384201E-11	5.348197E-13	1.60877E-07
