T	 X(FCC_A1#2,AL)	X(FCC_A1#2,C)	X(FCC_A1#2,CR)	X(FCC_A1#2,FE)	X(FCC_A1#2,MN)	X(FCC_A1#2,MO)	X(FCC_A1#2,NB)	X(FCC_A1#2,NI)	X(FCC_A1#2,SI)	X(FCC_A1#2,W)
630	5.341386E-13	.4658615	7.420154E-04	2.623601E-05	1.78627E-08	2.144046E-07	.5333698	1.56877E-08	5.341386E-13	2.917623E-07
620	5.344301E-13	.4655699	6.995123E-04	2.333752E-05	1.535795E-08	1.494173E-07	.5337068	1.252415E-08	5.344301E-13	2.42303E-07
610	5.347264E-13	.4652736	6.582542E-04	2.069715E-05	1.315443E-08	1.032638E-07	.5340471	9.943298E-09	5.347264E-13	2.005403E-07
600	5.350274E-13	.4649726	6.182917E-04	1.829905E-05	1.122323E-08	7.075748E-08	.5343905	7.84932E-09	5.350274E-13	1.653785E-07
590	5.353329E-13	.4646671	5.796658E-04	1.612761E-05	9.537213E-09	4.80579E-08	.5347369	6.15991E-09	5.353329E-13	1.358664E-07
580	5.356431E-13	.4643569	5.424097E-04	1.41675E-05	8.07107E-09	3.234523E-08	.5350864	4.804789E-09	5.356431E-13	1.111782E-07
570	5.359578E-13	.4640422	5.065487E-04	1.24038E-05	6.801288E-09	2.156686E-08	.5354387	3.724298E-09	5.359578E-13	9.059803E-08
560	5.362771E-13	.4637229	4.721017E-04	1.082201E-05	5.706148E-09	1.424182E-08	.535794	2.868089E-09	5.362771E-13	7.350619E-08
550	5.366009E-13	.4633992	4.390814E-04	9.408153E-06	4.765679E-09	9.311257E-09	.5361523	2.193926E-09	5.366009E-13	5.936703E-08
540	5.369292E-13	.4630708	4.07495E-04	8.148783E-06	3.961604E-09	6.025145E-09	.5365135	1.666599E-09	5.369292E-13	4.771865E-08
530.0535	5.372602E-13	.4627398	3.775019E-04	7.036661E-06	3.280645E-09	3.866619E-09	.5368757	1.258859E-09	5.372602E-13	3.820988E-08
530.0535	5.372602E-13	.4627398	3.775019E-04	7.036661E-06	3.280645E-09	3.866619E-09	.5368757	1.258859E-09	5.372602E-13	3.820988E-08
530.0535	5.372602E-13	.4627398	3.775019E-04	7.036661E-06	3.280645E-09	3.866619E-09	.5368757	1.258859E-09	5.372602E-13	3.820988E-08
530	5.344319E-13	.4655682	3.812697E-04	7.362845E-06	3.432076E-09	3.932434E-09	.5340432	1.316293E-09	5.344319E-13	3.996661E-08
